,entmun,firmgrowthclasspred,popgrowthclasspred,firmgrowthclasspred1620,popgrowthclasspred1620,y1,y2,resfirms,respop
1295,20298,1,1,1,1,1,1,0,0
1296,20299,0,0,0,0,0,0,0,0
1297,20300,0,0,0,1,1,0,-1,0
1298,20301,0,0,0,0,0,0,0,0
1299,20302,0,0,0,0,1,1,-1,-1
1300,20303,0,0,0,0,0,0,0,0
1301,20304,0,0,0,0,0,0,0,0
1302,20305,0,0,0,1,1,1,-1,-1
1303,20306,0,0,0,0,0,0,0,0
1304,20307,0,0,0,1,1,0,-1,0
1305,20308,0,0,0,0,0,1,0,-1
1306,20309,0,1,0,1,0,1,0,0
1307,20310,0,1,0,0,0,1,0,0
1308,20311,0,0,0,0,0,1,0,-1
1309,20312,0,1,1,1,1,1,-1,0
1310,20313,0,0,0,0,0,0,0,0
1311,20314,0,0,0,0,0,0,0,0
1312,20315,0,0,0,0,1,0,-1,0
1313,20316,0,0,0,0,1,0,-1,0
1314,20317,0,0,0,0,0,0,0,0
1315,20318,1,1,1,1,1,1,0,0
1316,20319,0,0,0,0,0,0,0,0
1317,20320,0,0,0,0,0,0,0,0
1318,20321,0,0,0,0,0,0,0,0
1319,20322,0,0,0,0,0,0,0,0
1320,20323,0,0,0,0,0,0,0,0
1321,20324,1,1,1,1,0,1,1,0
1322,20325,0,1,1,1,0,0,0,1
1323,20326,0,0,0,0,0,0,0,0
1324,20327,0,1,1,1,1,1,-1,0
1325,20328,0,0,0,0,0,0,0,0
1326,20329,0,0,0,0,1,0,-1,0
1327,20330,0,0,0,0,0,0,0,0
1328,20331,0,0,0,0,0,0,0,0
1329,20332,0,0,0,0,0,0,0,0
1330,20333,0,0,0,0,0,0,0,0
1331,20334,1,0,1,0,0,1,1,-1
1332,20335,0,0,0,0,0,0,0,0
1333,20336,0,0,0,0,0,0,0,0
1334,20337,0,0,1,1,0,0,0,0
1335,20338,1,1,1,1,0,1,1,0
1336,20339,0,0,0,0,0,0,0,0
1337,20340,0,0,0,0,0,0,0,0
1338,20341,0,0,0,0,0,0,0,0
1339,20342,0,0,0,0,0,1,0,-1
1340,20343,0,0,0,0,1,0,-1,0
1341,20344,0,0,0,0,1,0,-1,0
1342,20345,0,0,0,0,0,0,0,0
1343,20346,0,0,0,0,0,0,0,0
1344,20347,0,0,0,0,0,0,0,0
1345,20348,0,0,0,0,0,0,0,0
1346,20349,0,0,0,0,0,0,0,0
1347,20350,1,1,1,1,0,1,1,0
1348,20351,0,0,0,0,0,1,0,-1
1349,20352,0,0,0,0,1,0,-1,0
1350,20353,0,0,0,0,1,1,-1,-1
1351,20354,0,0,0,0,0,0,0,0
1352,20355,0,0,0,0,0,0,0,0
1353,20356,0,0,0,0,0,0,0,0
1354,20357,0,0,0,0,0,0,0,0
1355,20358,0,0,0,0,0,1,0,-1
1356,20359,0,0,0,0,0,1,0,-1
1357,20360,0,0,0,0,0,1,0,-1
1358,20361,0,0,0,0,0,0,0,0
1359,20362,0,0,0,0,0,0,0,0
1360,20363,0,0,0,0,0,0,0,0
1361,20364,1,1,1,1,1,1,0,0
1362,20365,0,0,0,0,0,0,0,0
1363,20366,0,0,0,1,1,0,-1,0
1364,20367,0,0,0,0,0,0,0,0
1365,20368,0,0,0,0,0,1,0,-1
1366,20369,0,0,0,0,0,0,0,0
1367,20370,0,0,0,0,0,0,0,0
1368,20371,0,0,0,0,0,1,0,-1
1369,20372,0,0,0,0,0,0,0,0
1370,20373,0,0,0,0,0,0,0,0
1371,20374,0,0,0,0,0,1,0,-1
1372,20375,0,1,1,1,0,1,0,0
1373,20376,0,0,0,0,0,0,0,0
1374,20377,0,1,0,1,0,1,0,0
1375,20378,0,0,0,0,0,0,0,0
1376,20379,0,0,0,0,0,0,0,0
1377,20380,0,0,0,0,0,1,0,-1
1378,20381,0,0,0,0,0,0,0,0
1379,20382,0,0,0,0,0,0,0,0
1380,20383,0,0,0,0,0,0,0,0
1381,20384,0,0,0,0,0,1,0,-1
1382,20385,1,1,1,1,1,1,0,0
1383,20386,0,0,0,1,1,0,-1,0
1384,20387,0,0,0,0,0,0,0,0
1385,20388,0,0,0,0,0,0,0,0
1386,20389,0,0,0,0,0,0,0,0
1387,20390,1,1,1,1,1,0,0,1
1388,20391,0,0,0,0,0,0,0,0
1389,20392,0,0,0,0,0,0,0,0
1390,20393,0,0,0,0,1,1,-1,-1
1391,20394,0,0,0,0,1,0,-1,0
1392,20395,0,0,0,0,0,0,0,0
1393,20396,0,0,0,0,0,0,0,0
1394,20397,1,1,1,1,1,0,0,1
1395,20398,0,0,0,0,0,0,0,0
1396,20399,1,1,1,1,1,1,0,0
1397,20400,0,0,0,0,0,0,0,0
1398,20401,1,1,1,1,1,1,0,0
1399,20402,0,0,0,0,1,0,-1,0
1400,20403,0,0,0,1,1,1,-1,-1
1401,20404,0,0,0,0,1,0,-1,0
1402,20405,0,0,0,0,1,1,-1,-1
1403,20406,0,0,0,0,0,0,0,0
1404,20407,0,1,0,0,1,1,-1,0
1405,20408,0,0,0,0,0,0,0,0
1406,20409,0,1,1,1,0,1,0,0
1407,20410,0,0,0,0,0,0,0,0
1408,20411,0,0,0,0,0,0,0,0
1409,20412,0,0,0,0,0,0,0,0
1410,20413,1,1,1,1,1,1,0,0
1411,20414,0,0,1,0,1,1,-1,-1
1412,20415,0,0,0,0,0,0,0,0
1413,20416,0,0,0,0,0,0,0,0
1414,20417,0,0,0,0,0,0,0,0
1415,20418,0,1,1,1,0,1,0,0
1416,20419,0,0,0,0,0,0,0,0
1417,20420,0,0,0,0,0,1,0,-1
1418,20421,0,0,0,1,0,0,0,0
1419,20422,0,0,0,0,0,0,0,0
1420,20423,0,0,0,0,0,0,0,0
1421,20424,0,0,0,0,0,0,0,0
1422,20425,0,0,0,0,0,0,0,0
1423,20426,0,1,0,1,0,1,0,0
1424,20427,0,1,1,1,0,1,0,0
1425,20428,0,0,0,0,0,1,0,-1
1426,20429,0,0,0,0,0,0,0,0
1427,20430,0,0,0,0,0,1,0,-1
1428,20431,0,0,0,0,0,0,0,0
1429,20432,0,0,0,0,1,0,-1,0
1430,20433,0,0,0,0,1,0,-1,0
1431,20434,0,0,0,0,0,0,0,0
1432,20435,0,0,0,0,0,0,0,0
1433,20436,0,0,0,0,0,0,0,0
1434,20437,0,1,0,1,0,0,0,1
1435,20438,0,0,0,0,0,0,0,0
1436,20439,0,0,1,1,0,0,0,0
1437,20440,0,0,0,0,0,0,0,0
1438,20441,0,1,1,1,0,1,0,0
1439,20442,0,0,0,0,0,0,0,0
1440,20443,0,0,0,0,0,1,0,-1
1441,20444,0,0,0,0,0,0,0,0
1442,20445,0,0,0,0,0,0,0,0
1443,20446,0,0,0,0,0,0,0,0
1444,20447,0,0,1,0,0,1,0,-1
1445,20448,0,0,0,0,0,1,0,-1
1446,20449,0,0,0,0,0,0,0,0
1447,20450,0,0,0,1,0,0,0,0
1448,20451,0,0,0,0,0,0,0,0
1449,20452,0,0,0,0,0,0,0,0
1450,20453,0,0,0,0,0,0,0,0
1451,20454,0,0,0,0,0,0,0,0
1452,20455,0,0,0,0,0,0,0,0
1453,20456,0,0,0,0,0,0,0,0
1454,20457,0,0,0,0,1,0,-1,0
1455,20458,0,0,0,0,0,0,0,0
1456,20459,0,0,0,0,0,0,0,0
1457,20460,0,0,0,0,0,0,0,0
1458,20461,0,0,0,0,0,0,0,0
1459,20462,0,0,0,0,1,0,-1,0
1460,20463,0,0,0,0,0,0,0,0
1461,20464,0,0,0,0,0,0,0,0
1462,20465,0,0,0,0,0,0,0,0
1463,20466,0,1,0,1,1,1,-1,0
1464,20467,1,1,1,1,0,0,1,1
1465,20468,0,0,0,0,0,0,0,0
1466,20469,1,0,1,0,1,1,0,-1
1467,20470,0,0,0,0,0,0,0,0
1468,20471,0,0,0,0,0,0,0,0
1469,20472,0,0,0,0,0,0,0,0
1470,20473,0,0,0,0,0,0,0,0
1471,20474,0,0,0,0,1,0,-1,0
1472,20475,1,0,1,0,1,0,0,0
1473,20476,0,0,0,0,0,0,0,0
1474,20477,0,0,0,0,0,0,0,0
1475,20478,0,0,0,0,0,0,0,0
1476,20479,0,0,0,0,0,0,0,0
1477,20480,0,0,0,0,0,0,0,0
1478,20481,0,0,0,0,0,0,0,0
1479,20482,1,1,1,1,1,1,0,0
1480,20483,0,1,1,1,0,1,0,0
1481,20484,0,0,0,0,1,0,-1,0
1482,20485,0,0,0,0,1,1,-1,-1
1483,20486,0,0,0,0,1,0,-1,0
1484,20487,0,0,0,0,0,0,0,0
1485,20488,0,0,0,0,0,0,0,0
1486,20489,0,0,0,0,1,0,-1,0
1487,20490,0,0,0,0,0,0,0,0
1488,20491,0,0,0,0,1,1,-1,-1
1489,20492,0,0,0,0,0,0,0,0
1490,20493,0,0,0,0,0,0,0,0
1491,20494,0,0,0,0,0,0,0,0
1492,20495,0,0,0,0,1,1,-1,-1
1493,20496,0,0,0,0,0,0,0,0
1494,20497,0,0,0,0,1,1,-1,-1
1495,20498,0,0,0,0,0,0,0,0
1496,20499,0,0,0,1,0,0,0,0
1497,20500,0,1,0,0,0,1,0,0
1498,20501,0,0,0,0,0,0,0,0
1499,20502,0,0,0,0,0,0,0,0
1500,20503,0,0,0,0,0,1,0,-1
1501,20504,0,0,0,0,0,0,0,0
1502,20505,0,1,0,1,1,1,-1,0
1503,20506,0,0,0,0,0,0,0,0
1504,20507,0,0,0,0,0,1,0,-1
1505,20508,0,0,0,0,0,0,0,0
1506,20509,0,0,0,1,0,0,0,0
1507,20510,0,0,0,0,0,0,0,0
1508,20511,0,0,0,0,0,0,0,0
1509,20512,0,0,0,0,0,0,0,0
1510,20513,0,1,1,1,1,1,-1,0
1511,20514,0,0,0,0,0,0,0,0
1512,20515,1,1,1,1,1,0,0,1
1513,20516,0,0,0,0,1,1,-1,-1
1514,20517,0,0,0,0,0,0,0,0
1515,20518,0,0,0,0,0,0,0,0
1516,20519,0,0,0,0,0,1,0,-1
1517,20520,0,0,1,0,1,0,-1,0
1518,20521,0,0,0,0,0,0,0,0
1519,20522,0,0,0,0,0,0,0,0
1520,20523,0,0,0,0,0,0,0,0
1521,20524,0,0,0,0,0,0,0,0
1522,20525,0,1,1,1,1,1,-1,0
1523,20526,0,1,1,1,1,1,-1,0
1524,20527,0,0,0,0,0,0,0,0
1525,20528,0,0,0,0,1,0,-1,0
1526,20529,0,0,0,0,0,0,0,0
1527,20530,0,0,0,0,0,1,0,-1
1528,20531,0,0,0,0,1,1,-1,-1
1529,20532,0,0,0,0,0,0,0,0
1530,20533,0,0,0,0,0,0,0,0
1531,20534,0,0,0,0,0,0,0,0
1532,20535,0,0,0,0,1,0,-1,0
1533,20536,0,0,0,0,0,0,0,0
1534,20537,0,0,0,0,0,0,0,0
1535,20538,0,0,0,0,0,0,0,0
1536,20539,0,0,0,1,1,1,-1,-1
1537,20540,0,1,1,1,0,1,0,0
1538,20541,0,0,0,0,0,0,0,0
1539,20542,0,0,0,0,0,1,0,-1
1540,20543,0,0,0,1,1,1,-1,-1
1541,20544,0,0,0,0,0,0,0,0
1542,20545,0,1,1,1,0,1,0,0
1543,20546,0,0,1,0,0,0,0,0
1544,20547,0,0,0,0,0,0,0,0
1545,20548,0,0,0,0,0,0,0,0
1546,20549,0,0,1,0,0,0,0,0
1547,20550,0,0,0,0,0,1,0,-1
1548,20551,1,1,1,1,0,1,1,0
1549,20552,0,0,0,0,0,0,0,0
1550,20553,1,1,1,1,1,1,0,0
1551,20554,0,0,0,0,0,0,0,0
1552,20555,0,0,0,0,0,1,0,-1
1553,20556,0,0,0,0,0,0,0,0
1554,20557,1,1,1,1,0,1,1,0
1555,20558,0,0,0,0,0,0,0,0
1556,20559,0,0,1,0,0,0,0,0
1557,20560,0,0,0,0,1,1,-1,-1
1558,20561,0,0,0,0,0,0,0,0
1559,20562,0,0,0,0,1,1,-1,-1
1560,20563,0,0,0,0,0,0,0,0
1561,20564,0,0,0,0,0,0,0,0
1562,20565,1,1,1,1,1,1,0,0
1563,20566,0,0,0,0,1,0,-1,0
1564,20567,0,0,0,0,1,0,-1,0
1565,20568,0,0,0,0,0,0,0,0
1566,20569,0,0,0,0,0,0,0,0
1567,20570,1,0,1,0,1,0,0,0
1568,21001,1,1,1,1,1,1,0,0
1569,21002,0,1,1,1,1,0,-1,1
1570,21003,1,1,1,1,1,1,0,0
1571,21004,1,1,1,1,1,1,0,0
1572,21005,0,0,0,0,0,0,0,0
1573,21006,0,1,1,1,1,1,-1,0
1574,21007,0,0,0,0,0,0,0,0
1575,21008,0,1,1,1,1,1,-1,0
1576,21009,0,0,0,0,0,0,0,0
1577,21010,1,1,1,1,1,1,0,0
1578,21011,0,0,0,0,0,0,0,0
1579,21012,0,0,0,0,0,0,0,0
1580,21013,1,1,1,1,1,1,0,0
1581,21014,0,0,0,0,1,0,-1,0
1582,21015,1,1,1,1,1,1,0,0
1583,21016,0,1,0,1,0,1,0,0
1584,21017,1,1,1,1,1,1,0,0
1585,21018,0,0,0,0,1,0,-1,0
1586,21019,1,1,1,1,1,1,0,0
1587,21020,0,1,1,1,1,1,-1,0
1588,21021,0,0,0,0,0,1,0,-1
1589,21022,0,0,1,0,1,0,-1,0
1590,21023,0,1,0,1,0,1,0,0
1591,21024,0,0,0,0,1,0,-1,0
1592,21025,0,0,0,1,0,0,0,0
1593,21026,1,1,1,1,0,1,1,0
1594,21027,0,0,0,0,0,0,0,0
1595,21028,0,0,0,0,1,1,-1,-1
1596,21029,0,0,0,0,0,0,0,0
1597,21030,0,0,0,0,0,0,0,0
1598,21031,0,0,0,0,0,0,0,0
1599,21032,0,0,0,0,0,1,0,-1
1600,21033,0,0,0,0,0,0,0,0
1601,21034,1,1,1,1,1,1,0,0
1602,21035,1,1,1,1,0,0,1,1
1603,21036,0,0,0,1,0,0,0,0
1604,21037,0,0,0,0,0,0,0,0
1605,21038,0,1,1,1,0,1,0,0
1606,21039,0,1,0,1,0,0,0,1
1607,21040,0,0,0,1,1,1,-1,-1
1608,21041,1,1,1,1,1,1,0,0
1609,21042,0,0,0,0,0,0,0,0
1610,21043,1,1,1,1,1,0,0,1
1611,21044,0,1,1,1,1,0,-1,1
1612,21045,1,1,1,1,1,1,0,0
1613,21046,0,1,1,1,0,1,0,0
1614,21047,1,1,1,0,0,1,1,0
1615,21048,1,1,1,1,1,1,0,0
1616,21049,0,1,0,1,0,1,0,0
1617,21050,0,1,1,1,1,1,-1,0
1618,21051,1,0,1,0,0,0,1,0
1619,21052,0,0,0,0,1,0,-1,0
1620,21053,1,1,1,1,1,1,0,0
1621,21054,1,1,1,1,1,1,0,0
1622,21055,0,0,0,0,0,0,0,0
1623,21056,0,0,0,0,0,1,0,-1
1624,21057,0,1,0,0,1,1,-1,0
1625,21058,0,0,1,1,0,0,0,0
1626,21059,0,0,0,0,1,0,-1,0
1627,21060,0,1,0,1,0,1,0,0
1628,21061,0,0,0,0,0,0,0,0
1629,21062,0,0,0,0,1,1,-1,-1
1630,21063,1,1,1,1,0,1,1,0
1631,21064,0,1,1,1,0,0,0,1
1632,21065,1,1,1,1,1,1,0,0
1633,21066,0,0,0,0,0,0,0,0
1634,21067,1,1,1,1,1,0,0,1
1635,21068,0,0,0,0,0,0,0,0
1636,21069,1,0,1,0,0,0,1,0
1637,21070,0,0,0,0,1,0,-1,0
1638,21071,1,1,1,1,0,1,1,0
1639,21072,0,1,1,1,0,1,0,0
1640,21073,0,0,1,0,0,0,0,0
1641,21074,1,1,1,1,1,1,0,0
1642,21075,0,1,1,1,1,1,-1,0
1643,21076,1,1,1,1,0,0,1,1
1644,21077,0,0,0,0,0,0,0,0
1645,21078,0,1,0,1,1,1,-1,0
1646,21079,0,0,0,0,1,0,-1,0
1647,21080,0,0,0,0,0,0,0,0
1648,21081,0,0,0,0,0,0,0,0
1649,21082,0,1,1,1,1,1,-1,0
1650,21083,0,0,0,1,1,0,-1,0
1651,21084,0,0,0,1,0,0,0,0
1652,21085,1,1,1,1,1,1,0,0
1653,21086,0,0,0,0,0,0,0,0
1654,21087,0,0,1,0,0,0,0,0
1655,21088,0,0,0,0,0,0,0,0
1656,21089,0,1,1,1,1,0,-1,1
1657,21090,1,1,1,1,1,1,0,0
1658,21091,0,1,1,1,0,0,0,1
1659,21092,0,0,0,0,1,0,-1,0
1660,21093,0,0,0,0,0,0,0,0
1661,21094,1,1,1,1,1,1,0,0
1662,21095,0,0,0,0,0,0,0,0
1663,21096,0,0,0,0,0,1,0,-1
1664,21097,0,0,0,0,1,1,-1,-1
1665,21098,0,0,0,0,1,0,-1,0
1666,21099,0,1,1,1,0,0,0,1
1667,21100,0,0,0,0,0,0,0,0
1668,21101,0,0,0,0,0,0,0,0
1669,21102,1,1,1,1,1,0,0,1
1670,21103,0,0,0,1,0,0,0,0
1671,21104,1,1,1,1,0,1,1,0
1672,21105,0,0,0,0,1,0,-1,0
1673,21106,1,1,1,1,0,1,1,0
1674,21107,0,1,1,1,0,0,0,1
1675,21108,1,1,1,1,0,1,1,0
1676,21109,1,1,1,0,1,1,0,0
1677,21110,1,1,1,1,1,1,0,0
1678,21111,1,1,1,1,1,0,0,1
1679,21112,0,0,1,0,0,0,0,0
1680,21113,0,0,0,0,1,0,-1,0
1681,21114,1,0,1,0,1,0,0,0
1682,21115,1,1,1,1,1,1,0,0
1683,21116,0,0,0,0,0,0,0,0
1684,21117,1,1,1,1,1,0,0,1
1685,21118,1,1,1,1,0,1,1,0
1686,21119,1,1,1,1,1,1,0,0
1687,21120,0,0,0,0,0,1,0,-1
1688,21121,0,0,0,0,0,1,0,-1
1689,21122,0,1,1,1,1,1,-1,0
1690,21123,0,0,0,0,0,0,0,0
1691,21124,1,1,1,1,1,1,0,0
1692,21125,0,1,1,1,0,1,0,0
1693,21126,0,0,0,0,0,1,0,-1
1694,21127,0,0,0,0,0,0,0,0
1695,21128,0,1,1,1,1,1,-1,0
1696,21129,0,0,1,0,1,0,-1,0
1697,21130,0,0,0,0,0,0,0,0
1698,21131,0,0,0,0,0,0,0,0
1699,21132,1,1,1,1,1,1,0,0
1700,21133,0,0,0,0,1,1,-1,-1
1701,21134,1,1,1,1,1,0,0,1
1702,21135,0,0,0,0,0,0,0,0
1703,21136,1,1,1,1,1,1,0,0
1704,21137,0,1,1,1,0,1,0,0
1705,21138,1,1,1,1,0,1,1,0
1706,21139,0,0,0,0,0,0,0,0
1707,21140,1,1,1,1,1,1,0,0
1708,21141,0,0,0,0,0,0,0,0
1709,21142,1,1,1,1,1,1,0,0
1710,21143,1,1,1,1,1,1,0,0
1711,21144,1,1,1,1,1,1,0,0
1712,21145,0,0,0,1,1,0,-1,0
1713,21146,0,0,0,0,0,0,0,0
1714,21147,0,1,1,1,0,1,0,0
1715,21148,0,0,0,0,1,1,-1,-1
1716,21149,1,1,1,1,0,1,1,0
1717,21150,0,0,0,1,0,0,0,0
1718,21151,0,1,1,1,0,1,0,0
1719,21152,0,1,1,1,0,0,0,1
1720,21153,1,1,1,1,1,1,0,0
1721,21154,1,1,1,1,1,1,0,0
1722,21155,0,0,0,0,0,0,0,0
1723,21156,1,1,1,1,1,1,0,0
1724,21157,0,0,1,0,0,0,0,0
1725,21158,0,0,0,0,0,0,0,0
1726,21159,0,0,1,0,1,0,-1,0
1727,21160,0,0,0,0,0,0,0,0
1728,21161,1,0,1,0,1,1,0,-1
1729,21162,0,0,0,0,0,0,0,0
1730,21163,1,1,1,1,1,1,0,0
1731,21164,1,1,1,1,1,1,0,0
1732,21165,0,0,0,0,1,0,-1,0
1733,21166,0,0,1,0,1,1,-1,-1
1734,21167,0,1,0,0,1,1,-1,0
1735,21168,0,0,1,1,0,0,0,0
1736,21169,1,1,1,1,1,0,0,1
1737,21170,0,1,1,1,1,0,-1,1
1738,21171,0,0,0,1,0,1,0,-1
1739,21172,1,1,1,1,1,1,0,0
1740,21173,0,0,1,1,1,0,-1,0
1741,21174,1,1,1,1,1,1,0,0
1742,21175,0,1,1,1,1,1,-1,0
1743,21176,0,0,0,0,0,0,0,0
1744,21177,1,1,1,1,1,1,0,0
1745,21178,0,0,0,1,0,0,0,0
1746,21179,1,1,1,1,0,0,1,1
1747,21180,1,1,1,1,1,1,0,0
1748,21181,0,0,0,1,0,1,0,-1
1749,21182,0,0,0,1,1,0,-1,0
1750,21183,0,1,1,1,1,0,-1,1
1751,21184,0,0,0,0,1,0,-1,0
1752,21185,0,0,0,0,1,0,-1,0
1753,21186,1,1,1,1,0,0,1,1
1754,21187,0,0,0,0,0,0,0,0
1755,21188,0,0,1,1,1,1,-1,-1
1756,21189,1,1,1,1,0,1,1,0
1757,21190,0,0,0,0,0,0,0,0
1758,21191,1,0,1,0,0,0,1,0
1759,21192,0,0,0,0,0,1,0,-1
1760,21193,0,0,0,0,0,1,0,-1
1761,21194,1,1,1,1,1,0,0,1
1762,21195,0,0,1,1,1,0,-1,0
1763,21196,0,0,0,0,0,0,0,0
1764,21197,1,1,1,1,1,1,0,0
1765,21198,0,0,0,0,0,0,0,0
1766,21199,1,1,1,1,0,1,1,0
1767,21200,0,0,0,0,1,0,-1,0
1768,21201,0,0,0,0,1,0,-1,0
1769,21202,0,1,1,1,0,0,0,1
1770,21203,0,0,0,1,0,0,0,0
1771,21204,0,1,1,1,0,1,0,0
1772,21205,1,1,1,1,0,1,1,0
1773,21206,0,0,0,0,0,0,0,0
1774,21207,1,1,1,1,1,0,0,1
1775,21208,1,1,1,1,1,1,0,0
1776,21209,0,0,0,0,1,0,-1,0
1777,21210,0,0,0,0,0,0,0,0
1778,21211,1,1,1,1,0,0,1,1
1779,21212,1,1,1,1,1,0,0,1
1780,21213,0,1,0,1,1,1,-1,0
1781,21214,1,1,1,1,0,1,1,0
1782,21215,0,1,0,1,0,1,0,0
1783,21216,0,0,0,0,0,0,0,0
1784,21217,1,1,1,1,0,0,1,1
1785,22001,1,1,1,1,0,0,1,1
1786,22002,1,0,1,1,1,0,0,0
1787,22003,0,0,0,0,0,0,0,0
1788,22004,1,1,1,1,1,1,0,0
1789,22005,1,1,1,1,1,1,0,0
1790,22006,1,1,1,1,1,1,0,0
1791,22007,1,1,1,1,1,1,0,0
1792,22008,1,1,1,1,0,1,1,0
1793,22009,1,0,1,0,1,1,0,-1
1794,22010,0,0,0,0,1,0,-1,0
1795,22011,1,1,1,1,1,1,0,0
1796,22012,1,1,1,1,1,1,0,0
1797,22013,0,0,0,0,1,1,-1,-1
1798,22014,1,1,1,1,1,1,0,0
1799,22015,0,0,1,0,1,1,-1,-1
1800,22016,1,1,1,1,1,1,0,0
1801,22017,1,1,1,1,1,1,0,0
1802,22018,1,1,1,1,1,1,0,0
1803,23001,1,1,1,1,1,1,0,0
1804,23002,1,1,1,1,0,1,1,0
1805,23003,1,1,1,1,1,1,0,0
1806,23005,1,1,1,1,1,1,0,0
1807,23006,1,1,1,1,1,0,0,1
1808,23007,0,1,1,1,1,1,-1,0
1809,23008,1,1,1,1,1,1,0,0
1810,23009,1,1,1,1,1,1,0,0
1811,24001,0,0,1,1,1,0,-1,0
1812,24002,0,0,0,0,0,0,0,0
